Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Código de Distrito|Sostenimiento|Tipo de Educación|Modalidad|Jornada|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes
11H01944|JESUS DEL GRAN PODER|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|1
11H00614|CABO MINACHO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H00974|AMERICA RUTH LOZADA RAMIREZ|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|2
11H00975|12 DE JUNIO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H00980|DON DIEGO RIOFRIO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H00981|MANUEL JOSE JARAMILLO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H00982|SEGUNDO CUEVA CELI|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H00983|ESCUELA FISCAL   AGRIPINA LUZURIAGA|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H00985|DOMINGA LEON DE ANDRADE|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
11H00986|SIN NOMBRE ( CARBONERA)|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
11H00987|ROSA DELGADO RIOFRIO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H00990|ABELARDO FLORES|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|87|7
11H00991|DANIEL SALVADOR OJEDA LUNA|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H00992|PROVINCIA DE LOJA|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|40|3
11H00994|VICENTE ROCAFUERTE|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|46|5
11H00995|MONFILIO ZAMBRANO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H00998|JOSE MARIA BURNEO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|51|4
11H00999|ABEL ABIATAR QUEVEDO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|2
11H01000|CENTRO ARTESANAL BELGICA|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|128|11
11H01001|DR. BALTAZAR AGUIRRE|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|63|7
11H01002|DR. JOSE MARIA RIOFRIO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H00973|COLEGIO TECNICO AGROPECUARIO  DR AGUSTIN CUEVA SAENZ|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|164|15
11H00989|BELGICA|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Educación regular|Presencial|Matutina|Terrestre|161|10
11H01809|EL PROGRESO|11|LOJA|1107|GONZANAMA|110753|NAMBACOLA|11D06|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|14|2
11H01900|CENTRO EDUCATIVO PARTICULAR LA CALANDRIA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|11|3
11H01964|JARDIN ANTONIO PEÑA CELI|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|74|3
11B00024|JOSE VICENTE ANDRADE|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|22|2
11H00437|DOLORES PALACIO BRAVO|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H00438|CUERPO DE PAZ|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H00439|PIEDAD BURNEO DE OJEDA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
11H00440|CENTRO  DE   FORMACION ARTESANAL FISCAL VILCABAMBA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|35|4
11H00441|JUAN MONTALVO|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|421|24
11H00443|MANUEL RIOFRIO MORA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|2
11H00445|MACARA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H00446|TRECE DE ABRIL|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|180|12
11H00447|MIIGUEL CARPIO MENDIETA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H00448|JULIAN DE RUA PIZARRO|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|3
11H00451|GONZALO ABAD GRIJALVA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|39|4
11H00452|FRANCISCO JAVIER SALAZAR|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
11H00403|SAN PEDRO DE VILCABAMBA|11|LOJA|1101|LOJA|110158|SAN PEDRO DE VILCABAMBA|11D01|Fiscal|Educación regular|Presencial|Vespertina|Terrestre|122|10
11H00404|ESCUELA ROSA CEVALLOS DE LUDEÑA|11|LOJA|1101|LOJA|110158|SAN PEDRO DE VILCABAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|1
11H00407|LUCRECIA ALDEAN|11|LOJA|1101|LOJA|110158|SAN PEDRO DE VILCABAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H00408|NUEVE DE OCTUBRE|11|LOJA|1101|LOJA|110158|SAN PEDRO DE VILCABAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|85|9
11H00409|BETZABET LUZURIAGA|11|LOJA|1101|LOJA|110158|SAN PEDRO DE VILCABAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
11H00444|COLEGIO NACIONAL MIXTO VILCABAMBA|11|LOJA|1101|LOJA|110161|VILCABAMBA (VICTORIA)|11D01|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|695|40
11H00456|MATILDE PALACIO DE JARAMILLO|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|23|3
11H00457|DR. RICARDO SOTOMAYOR|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H00458|FRAY VICENTE SOLANO|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|97|9
11H00459|PEDRO LÓPEZ MEDRANO|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
11H00460|JUAN ULLAURI|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H00461|MANUEL BENJAMIN CARRION|11|LOJA|1101|LOJA|110162|YANGANA (ARSENIO CASTILLO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|141|13
11H00463|JOAQUIN PALACIOS|11|LOJA|1101|LOJA|110163|QUINARA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|2
11H00466|VICENTE PAZ|11|LOJA|1101|LOJA|110163|QUINARA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|164|10
11H00467|JOSE VASCONCELOS|11|LOJA|1101|LOJA|110163|QUINARA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|65|3
11H00465|COLEGIO NACIONAL DR BALTAZAR AGUIRRE|11|LOJA|1101|LOJA|110163|QUINARA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|192|11
11H00368|DIRIGENTES DEL FUTURO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|34|2
11H00351|VICTOR GERARDO PILCO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|1
11H00352|FRANCISCO EGUIGUREN|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H00356|LEONILA CORIZANDRA TANDAZO ATARIHUANA|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H00357|DR LUIS EMILIO RODRIGUEZ|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|35|6
11H00358|MANUEL ESTEBAN GODOY O.|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|39|3
11H00359|RAFAEL RODRIGUEZ PALACIOS|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Nocturna|Terrestre|258|14
11H00360|CAMILO DESTRUGE ILLINWORTH|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|12|1
11H00363|MARTHA BUCARAM DE ROLDOS|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|1
11H00365|TEODORO WOLF|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|68|11
11H00366|MANUEL GOMEZ  DE SALAZAR|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
11H00367|ROLANDO MERCHAN SEMERIA|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H00370|ELVIA BÉLGICA JIMÉNEZ DE GONZÁLEZ|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|121|9
11H00371|VICTOR MANUEL BURNEO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H00372|LUIS VIVES|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H00373|ESCUELA ANGEL MINOS CUEVA|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|2
11H00374|UNIDAD EDUCATIVA MANUEL JOSÉ  RODRIGUEZ|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscomisional|Educación regular|Presencial|Matutina|Terrestre|633|36
11H00376|MARIA MONTESSORI|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|295|13
11H00377|NELSON BERMEO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|1
11H00378|BLANCA CANO PALACIOS|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|49|4
11H00379|MANUEL BENIGNO FIGUEROA CARRION|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H00380|16 DE JULIO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|3
11H00381|COLEGIO NACIONAL RUMISHITANA|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|97|6
11H00383|REINA JULIANA DE HOLANDA|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|23|4
11H00386|JOSE BENIGNO JARAMILLO|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|3
11H00354|VICTOR MERCANTE|11|LOJA|1101|LOJA|110156|MALACATOS (VALLADOLID)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|139|11
11H00299|COLEGIO NACIONAL DR. EDUARDO MORA MORENO|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|147|12
11H00300|CLORINDA ESPINOSA|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|2
11H00301|BENJAMIN FRANKLIN NO 30|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|124|10
11H00303|SIN NOMBRE (LINDEROS)|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
11H00304|RIO LAGARTOCOCHA|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|5|1
11H00306|DR HUGO GUILLERMO GONZALEZ|11|LOJA|1101|LOJA|110151|CHANTACO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|32|2
11H00318|BENJAMIN AYORA|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Popular Permanente|Presencial|Matutina|Terrestre|25|2
11H00429|OLGA MOROCHO CORREA|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
11H00430|JUAN ZAMBRANO|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|2
11H00431|TULCAN|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|3
11H00432|JOSE MARIA BUSTAMANTE|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|62|4
11H00435|RICARDO VALDIVIESO|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|252|14
11H00419|VICENTE JARAMILLO PALACIO|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H00420|PEDRO PINTO GUZMAN|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|17|2
11H00423|ANGEL RUBEN  PLACENCIA|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|34|3
11H00425|CLOTARIO ESPINOSA SIGCHO|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|33|3
11H00426|GUILLERMO HERRERA SANCHEZ|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|42|7
11H00427|PIO JARAMILLO ALVARADO|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|47|4
11H00424|DR. BENJAMIN AYORA CUEVA|11|LOJA|1101|LOJA|110160|TAQUIL (MIGUEL RIOFRIO)|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|48|7
11H00307|PEDRO FERMIN CEVALLOS|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|14|2
11H00308|ISABEL DE ARAGON|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|103|13
11H00309|ADOLFO VALAREZO|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|29|2
11H00312|JUAN BENIGNO VELA|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
11H00313|JUVENTUD EN MARCHA|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|No Escolarizado|Presencial|Vespertina|Terrestre|0|0
11H00314|EDUARDO UNDA BUSTAMANTE|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|19|2
11H00316|LIBIA MELIDA JARAMILLO|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
11H00317|LEONCIO JARAMILLO ESCUDERO|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H00320|ANTONIO JIMENEZ DE MONTE|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
11H00321|MARIA DOMINGA GUAYA SINCHE|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|2
11H00310|SAN VICENTE FERRER|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|170|21
11H00319|GONZALEZ SUAREZ|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|139|9
11H01958|CENTRO OCUPACIONAL DE MÚSICA EMILIO ESCUDERO|11|LOJA|1101|LOJA|110152|CHUQUIRIBAMBA|11D01|Fiscal|No Escolarizado|Presencial|Matutina y Vespertina|Terrestre|0|0
11H01842|SEI FOOTPRINTS ELEMENTARY SCHOOL (PRIMARIA)|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|65|19
11H01843|LOS OLIVOS|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|37|3
11H01844|MUNDO DE COLORES|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|66|9
11H01757|CABO MINACHO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscomisional|No Escolarizado|Presencial|Vespertina|Terrestre|20|1
11H01902|COLEGIO POPULAR A DISTANCIA PIO JARAMILLO ALVARADO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Popular Permanente|Semipresencial|Matutina|Terrestre|158|8
11H00138|ESCUELA FISCAL DE NIÑAS ELISEO ÁLVAREZ|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|461|21
11H00141|CENTRO EDUCATIVO AMAUTA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|82|15
11H00142|CDI YACUARCUNA ANEXO A LA GUARDERIA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|28|1
11H00175|DR MANUEL BENJAMIN CARRION MORA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|192|10
11H00204|DOCTOR BENJAMIN CARRION|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Nocturna|Terrestre|268|16
11H00214|ESPECIAL CIUDAD DE LOJA N1|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación Especial|Presencial|Matutina|Terrestre|60|9
11H00071|CENTRO EDUCATIVO PARTICULAR BILINGUE ARCOIRIS|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|30|3
11H00076|ESCUELA FISCOMISIONAL EDUVIGES PORTALET|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscomisional|Educación regular|Presencial|Matutina|Terrestre|201|13
11H00078|ESCUELA ALONSO DE MERCADILLO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|834|33
11H00087|CENTRO EDUCATIVO INTEGRAL ALBORADA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|19|7
11H00092|COLEGIO EXPIREMENTAL PIO JARAMILLO ALVARADO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina, Vesperina y Nocturna|Terrestre|1201|82
11H00101|CHISPITAS|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|28|3
11H00110|CENTRO DE FORMACION ARTESANAL  FEDERACION DE ARTESANOS DE LOJA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|175|9
11H00111|UNIDAD EDUCATIVA  MUNICIPAL  PRADERA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Municipal|Educación regular|Presencial|Matutina|Terrestre|211|11
11H00112|MANUEL JOSE AGUIRRE|11|LOJA|1101|LOJA|110101|EL SAGRARIO|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|152|14
11H00118|UNIDAD EDUCATIVA EXPERIMENTAL PARA CIEGOS LUIS BRAILLE|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación Especial|Presencial|Nocturna|Terrestre|22|12
11H00127|NICOLASA JURADO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|47|7
11H00130|PIO JARAMILLO ALVARADO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|215|10
11H00131|LINDEMBERG|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|8|1
11H01780|GOTITAS DE MIEL|11|LOJA|1101|LOJA|110103|SUCRE|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|56|8
11H00105|COLEGIO EXPERIMENTAL BERNARDO VALDIVIESO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina, Vesperina y Nocturna|Terrestre|3697|199
11H01849|APRENDER JUGANDO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|30|4
11H00133|TAGESSCHULE Y COLEGIO SAN GERARDO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|567|60
11H00145|ENRIQUE AGUIRRE BUSTAMANTE|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|106|11
11H00147|UNIDAD EDUCATIVA ANEXA A LA UNIVERSIDAD NACIONAL DE LOJA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|1922|110
11H00150|DR. FRANCISCO COSTA MALDONADO|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|11|1
11H00155|DR. REINALDO ESPINOZA AGUILAR|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|264|17
11H00185|CENTRO EDUCATIVO PARTICULAR BILINGUE SAN ANDRES (PRIMARIO)|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Particular|Educación regular|Presencial|Matutina|Terrestre|115|13
11H00216|MUNICIPAL ECOLOGICA|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Municipal|Educación regular|Presencial|Matutina|Terrestre|129|14
11H00070|DOROTEA CARRION|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|77|8
11H00079|MATER DEI000|11|LOJA|1101|LOJA|110102|SAN SEBASTIAN|11D01|Fiscomisional|Educación regular|Presencial|Matutina|Terrestre|915|33
